STOCK REGISTER REPORT (15-02-2026),,,,,,,,
SNo,Product Name,Barcode,Product Code,Category,Subcategory,stock,Avg Cost,Value
3411,MAZOON UP 200ML,6073000050966,6073000050966,UNAVAILABLE,UNAVAILABLE,-143 Nos,0.150,-21.450
3412,DOSFARM CANDY MANGO,6935855703285,6935855703285,UNAVAILABLE,UNAVAILABLE,-94 Nos,1.050,-98.700
3413,PRAN JHAL MURI LEMONFLAVOUR40G,846656006528,846656006528,UNAVAILABLE,UNAVAILABLE,-197 Nos,0.150,-29.550
3414,SAMYAG BULDAK,8801073113312,8801073113312,UNAVAILABLE,UNAVAILABLE,-55 Nos,0.800,-44.000
3415,BULDUK SPICEY,8801073114678,8801073114678,UNAVAILABLE,UNAVAILABLE,-9 Nos,0.800,-7.200
3416,AREON SMILE BUBBLE GUM,3800034962667,3800034962667,UNAVAILABLE,UNAVAILABLE,-5 Nos,0.600,-3.000
3417,SOFY CRANBERRY,8683052175029,8683052175029,UNAVAILABLE,UNAVAILABLE,-22 Nos,0.600,-13.200
3418,SOFY GUM,8683052175036,8683052175036,UNAVAILABLE,UNAVAILABLE,-42 Nos,0.600,-25.200
3419,SOFY LIFE,8683052175135,8683052175135,UNAVAILABLE,UNAVAILABLE,-60 Nos,0.600,-36.000
3420,SOFY FLOWER,8683052175159,8683052175159,UNAVAILABLE,UNAVAILABLE,-36 Nos,0.600,-21.600
3421,SOFY OUD,8683052175166,8683052175166,UNAVAILABLE,UNAVAILABLE,-19 Nos,0.600,-11.400
3422,SOFY STRAWBERRY,8683052175005,8683052175005,UNAVAILABLE,UNAVAILABLE,-53 Nos,0.600,-31.800
3423,JANT LIGHTER,6970772670050,6970772670050,UNAVAILABLE,UNAVAILABLE,-11 Nos,0.400,-4.400
3424,LUX ROSE 120GM,6281006584204,6281006584204,UNAVAILABLE,UNAVAILABLE,-56 Nos,0.350,-19.600
3425,WOW ANTI BACTERIA WIPES,6291103404435,6291103404435,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.800,-2.400
3426,WOW ANTI BACTERIA WIPES,6291103404442,6291103404442,UNAVAILABLE,UNAVAILABLE,-4 Nos,0.800,-3.200
3427,DOSFARM CANDY PEACH,6935855705081,6935855705081,UNAVAILABLE,UNAVAILABLE,-107 Nos,1.050,-112.350
3428,WOW ANTI BACTERIA WIPES,6291103404503,6291103404503,UNAVAILABLE,UNAVAILABLE,-5 Nos,0.800,-4.000
3429,WOW ANTI BACTERIA WIPES,6291103404459,6291103404459,UNAVAILABLE,UNAVAILABLE,-4 Nos,0.800,-3.200
3430,GILLETTE SIMPLY VENUS,7702018069316,7702018069316,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.300,-3.900
3431,SAPIL CHICHI POUR,6295124017254,6295124017254,UNAVAILABLE,UNAVAILABLE,-9 Nos,1.200,-10.800
3432,FOGG BLEU SKIES BODY SPRAY,8908001158718,8908001158718,UNAVAILABLE,UNAVAILABLE,-4 Nos,1.700,-6.800
3433,FOGG FRESH AROMATIC,8908001158541,8908001158541,UNAVAILABLE,UNAVAILABLE,-4 Nos,1.700,-6.800
3434,FOGG BLEU SKIES BODY SPRAY,8908001158688,8908001158688,UNAVAILABLE,UNAVAILABLE,-4 Nos,1.700,-6.800
3435,TIFFANY PAPA JOE POPCRON 17G,6291003022647,6291003022647,UNAVAILABLE,UNAVAILABLE,-17 Nos,0.150,-2.550
3436,COCO COLA 2.5LT,5000112658446,5000112658446,UNAVAILABLE,UNAVAILABLE,-14 Nos,0.850,-11.900
3437,NOODI HOT SPICY,6253806681223,6253806681223,UNAVAILABLE,UNAVAILABLE,-37 Nos,0.400,-14.800
3438,NOODI VEGITABLE,6253806681193,6253806681193,UNAVAILABLE,UNAVAILABLE,-23 Nos,0.400,-9.200
3439,NOODI CHICKEN,6253806681209,6253806681209,UNAVAILABLE,UNAVAILABLE,-38 Nos,0.400,-15.200
3440,NOODI CURRY CHICKEN,6253806681216,6253806681216,UNAVAILABLE,UNAVAILABLE,-11 Nos,0.400,-4.400
3441,MR KRISPS RINGS LIGHT SALTED,6291028110022,6291028110022,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.550,-3.300
3442,MR KRISPS RINGS JALAPENO,6291028126108,6291028126108,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.550,-3.300
3443,MR KRISPS NATURAL SALTED,6291028129024,6291028129024,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.550,-5.500
3444,MR CHEEZ PUFFS,6251036019342,6251036019342,UNAVAILABLE,UNAVAILABLE,-15 Nos,0.550,-8.250
3445,MR KRISPS RINGS TOMATO,6291028147035,6291028147035,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.550,-3.300
3446,LUSINE SAFFRON CAKE,6281007070614,6281007070614,UNAVAILABLE,UNAVAILABLE,-141 Nos,0.150,-21.150
3447,ALMARAI APPLE 235 ML,6281007060899,6281007060899,UNAVAILABLE,UNAVAILABLE,-36 Nos,0.250,-9.000
3448,SAFI WAX TIRE FOAM CLEANER,6000000007082,6000000007082,UNAVAILABLE,UNAVAILABLE,-19 Nos,1.700,-32.300
3449,EXOTICA LAVENDER,784978172210,784978172210,UNAVAILABLE,UNAVAILABLE,-61 Nos,1.300,-79.300
3450,MR KRISPS PIZZA,6291028133069,6291028133069,UNAVAILABLE,UNAVAILABLE,-7 Nos,0.550,-3.850
3451,CLASSIC VINAGER,757449232287,757449232287,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.300,-0.900
3452,PRAN FIT MASALA BISCUITS,841165152292,841165152292,UNAVAILABLE,UNAVAILABLE,-16 Nos,0.125,-2.000
3453,MAZOON MIX FRUITS 250ML,6073000050720,6073000050720,UNAVAILABLE,UNAVAILABLE,-114 Nos,0.200,-22.800
3454,PRAN LITCHI125ML,840205724246,840205724246,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.750,-4.500
3455,OAT CHOCO,669568055633,669568055633,UNAVAILABLE,UNAVAILABLE,-39 Nos,0.050,-1.950
3456,OAT CHOCO,6954302941247,6954302941247,UNAVAILABLE,UNAVAILABLE,-12 Nos,0.050,-0.600
3457,KINGSLEY SODA WATER,6297000763767,6297000763767,UNAVAILABLE,UNAVAILABLE,-55 Nos,0.250,-13.750
3458,BAKE ROLL DATE AND CINNAMON,6281007063487,6281007063487,UNAVAILABLE,UNAVAILABLE,-15 Nos,0.350,-5.250
3459,BAKE ROLL CHILLI,6281007063609,6281007063609,UNAVAILABLE,UNAVAILABLE,-25 Nos,0.350,-8.750
3460,PRAN POTATO FLAVOURED BISCUITS,840205713035,840205713035,UNAVAILABLE,UNAVAILABLE,-82 Nos,0.150,-12.300
3461,KING LEGEND ENERGY DRING,8681529001260,8681529001260,UNAVAILABLE,UNAVAILABLE,-69 Nos,0.900,-62.100
3462,UNIKAI COCONUT DRINK,6291034003677,6291034003677,UNAVAILABLE,UNAVAILABLE,-36 Nos,0.450,-16.200
3463,ULTRA MAX FRESH DEODRANT,033200197249,033200197249,UNAVAILABLE,UNAVAILABLE,-6 Nos,2.200,-13.200
3464,GILLETTE PRESTO,7702018513178,7702018513178,UNAVAILABLE,UNAVAILABLE,-106 Nos,0.200,-21.200
3465,REXONA POWDER DRY BRIGHTENING,4800888158932,4800888158932,UNAVAILABLE,UNAVAILABLE,-5 Nos,1.600,-8.000
3466,REXONA PASSION,4800888142894,4800888142894,UNAVAILABLE,UNAVAILABLE,-4 Nos,1.600,-6.400
3467,REXONA FREE SPIRIT,4800888142887,4800888142887,UNAVAILABLE,UNAVAILABLE,-6 Nos,1.600,-9.600
3468,REXONA INVISIBLE DRY BLACK AND WT,4800888187901,4800888187901,UNAVAILABLE,UNAVAILABLE,-7 Nos,1.600,-11.200
3469,REXONA ANTISTAIN,4800888209603,4800888209603,UNAVAILABLE,UNAVAILABLE,-4 Nos,1.600,-6.400
3470,PICAADELI DIGESTIVE,6291003020582,6291003020582,UNAVAILABLE,UNAVAILABLE,-41 Nos,0.075,-3.075
3471,POKKA VITAMINE D,8888196600219,8888196600219,UNAVAILABLE,UNAVAILABLE,-66 Nos,0.800,-52.800
3472,BULDAK 2X SPICY HOT CHIKEN8801073113428,8801073113428,8801073113428,UNAVAILABLE,UNAVAILABLE,-45 Nos,0.800,-36.000
3473,BULDAK HOCHI,8801073110502,8801073110502,UNAVAILABLE,UNAVAILABLE,-55 Nos,0.800,-44.000
3474,BULDAK KOREAN BLACK BEAN8801073113947,8801073113947,8801073113947,UNAVAILABLE,UNAVAILABLE,-5 Nos,0.800,-4.000
3475,PARLIAMENT CIG  SILVER BLUE,7622100764632,7622100764632,UNAVAILABLE,UNAVAILABLE,-425 Nos,1.900,-807.500
3476,HOT PACK METHANOL GEL,6291101711726,6291101711726,UNAVAILABLE,UNAVAILABLE,-67 Nos,0.500,-33.500
3477,LUXUARY TOWELL 2 IN 1,6907871402497,6907871402497,UNAVAILABLE,UNAVAILABLE,-16 Nos,1.500,-24.000
3478,NEW FRESH MINT GUM,8697423120327,8697423120327,UNAVAILABLE,UNAVAILABLE,-13 Nos,0.100,-1.300
3479,NEW FRESH TROPICAL GUM8697423120334,8697423120334,8697423120334,UNAVAILABLE,UNAVAILABLE,-21 Nos,0.100,-2.100
3480,NEW FRESH WATERMELON8697423131255,8697423131255,8697423131255,UNAVAILABLE,UNAVAILABLE,-17 Nos,0.100,-1.700
3481,NEW FRESH STREBERRY,8697423120310,8697423120310,UNAVAILABLE,UNAVAILABLE,-18 Nos,0.100,-1.800
3482,TRIANGLO CHOCLATE,839796003533,839796003533,UNAVAILABLE,UNAVAILABLE,-16 Nos,0.050,-0.800
3483,CRAZY EGG CHOCLATE BISCUIT,839796003007,839796003007,UNAVAILABLE,UNAVAILABLE,-39 Nos,0.250,-9.750
3484,SNICKERS 45G,7896423423822,7896423423822,UNAVAILABLE,UNAVAILABLE,"-1,071 Nos",0.350,-374.850
3485,AL MARAI 500ML,6281007040129,6281007040129,UNAVAILABLE,UNAVAILABLE,"-2,853 Nos",0.400,"-1,141.200"
3486,SPADA 24*20G,6291003080203,6291003080203,UNAVAILABLE,UNAVAILABLE,-11 Nos,1.200,-13.200
3487,MANADEEL TISSUE 2PLY 150SHT 5PS,6085010155081,6085010155081,UNAVAILABLE,UNAVAILABLE,-33 Nos,1.800,-59.400
3488,POWER X CARBONTED,840205722570,840205722570,UNAVAILABLE,UNAVAILABLE,-256 Nos,0.300,-76.800
3489,BIG LEMON 200ML,6224008033455,6224008033455,UNAVAILABLE,UNAVAILABLE,-63 Nos,0.200,-12.600
3490,TAKIS HOT NUTS,757528008949,757528008949,UNAVAILABLE,UNAVAILABLE,-6 Nos,1.200,-7.200
3491,ALMUDHISH LONG LIFE,9501033111141,9501033111141,UNAVAILABLE,UNAVAILABLE,-92 Nos,0.550,-50.600
3492,SURROR CRISPY CHIPS,6291105470339,6291105470339,UNAVAILABLE,UNAVAILABLE,"-1,018 Nos",0.075,-76.350
3493,MAZOON GUAFA 250ML,6073000050751,6073000050751,UNAVAILABLE,UNAVAILABLE,-17 Nos,0.200,-3.400
3494,LUSINE CHOCOLATE SAND WICH,6281007063494,6281007063494,UNAVAILABLE,UNAVAILABLE,-43 Nos,0.400,-17.200
3495,TRINKETTY 70ML,8005533050128,8005533050128,UNAVAILABLE,UNAVAILABLE,-21 Nos,0.250,-5.250
3496,TAKIS HOT NUTS,757528008932,757528008932,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.200,-3.600
3497,MIAOW MIAOW GREEN PEAS SNACKS,9556345007477,9556345007477,UNAVAILABLE,UNAVAILABLE,-36 Nos,0.500,-18.000
3498,BIC 3 HYBRID BLADE,3086123194014,3086123194014,UNAVAILABLE,UNAVAILABLE,-12 Nos,2.200,-26.400
3499,TIFFANY NUTTY BITES PEANUTS,6291003020469,6291003020469,UNAVAILABLE,UNAVAILABLE,-31 Nos,0.210,-6.510
3500,RELISH CHOCO,9501025188717,9501025188717,UNAVAILABLE,UNAVAILABLE,-162 Nos,0.150,-24.300
3501,PENTENA DANDRUFF,8001841591070,8001841591070,UNAVAILABLE,UNAVAILABLE,-5 Nos,1.100,-5.500
3502,SHOE  SHINE POLISH,6952060266060,6952060266060,UNAVAILABLE,UNAVAILABLE,-23 Nos,0.500,-11.500
3503,HITZZ INSECT KILLER,6291104001541,6291104001541,UNAVAILABLE,UNAVAILABLE,-8 Nos,1.000,-8.000
3504,KILLING SHOT,6223457588882,6223457588882,UNAVAILABLE,UNAVAILABLE,-32 Nos,0.200,-6.400
3505,BELVITA BRAN,7622201746667,7622201746667,UNAVAILABLE,UNAVAILABLE,-133 Nos,0.150,-19.950
3506,BELVITA KLEIJA 72 G,7622201746704,7622201746704,UNAVAILABLE,UNAVAILABLE,-143 Nos,0.150,-21.450
3507,GARBAGE BEG,6970356740650,6970356740650,UNAVAILABLE,UNAVAILABLE,-2 Nos,1.000,-2.000
3508,CARBAGE BEG,6970356746027,6970356746027,UNAVAILABLE,UNAVAILABLE,-1 Nos,1.000,-1.000
3509,PINAR CREAMY LABNAH,8690565003602,8690565003602,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.700,-7.000
3510,PARACHUTE MEN 140ML,8901088074445,8901088074445,UNAVAILABLE,UNAVAILABLE,-5 Nos,0.800,-4.000
3511,DAC DISINFECTANT 3L,6281031263754,6281031263754,UNAVAILABLE,UNAVAILABLE,-6 Nos,2.200,-13.200
3512,AL KASFAH WATER 500ML,6283900013071,6283900013071,UNAVAILABLE,UNAVAILABLE,"-5,350 Nos",0.100,-535.000
3513,RELISH BISCUITS,9501025175519,9501025175519,UNAVAILABLE,UNAVAILABLE,-2 Nos,1.250,-2.500
3514,AL KASFA WATER250ML 30PCS,6283900013132,6283900013132,UNAVAILABLE,UNAVAILABLE,-375 Nos,1.000,-375.000
3515,BEST PERI PERI PEANUT,6291014130614,6291014130614,UNAVAILABLE,UNAVAILABLE,-374 Nos,0.075,-28.050
3516,ORYX FEAST,9501025248510,9501025248510,UNAVAILABLE,UNAVAILABLE,-977 Nos,0.100,-97.700
3517,SOFT MELON PERFUME,8683052175012,8683052175012,UNAVAILABLE,UNAVAILABLE,-24 Nos,0.600,-14.400
3518,SWORD FOAM CLEANER,6291109040873,6291109040873,UNAVAILABLE,UNAVAILABLE,-12 Nos,1.700,-20.400
3519,AROMA AIRFRESHNER SPREY STRAWBERRY,5907718927962,5907718927962,UNAVAILABLE,UNAVAILABLE,-17 Nos,1.300,-22.100
3520,LOACKER PEANUT BUTTER,80001157,80001157,UNAVAILABLE,UNAVAILABLE,-47 Nos,0.450,-21.150
3521,SUPER RING CHEES WITH NATURAL COLOUR,9556023331597,9556023331597,UNAVAILABLE,UNAVAILABLE,-33 Nos,0.500,-16.500
3522,CHEES BALLS WITH NATURAL COLOUR,9556023897741,9556023897741,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.500,-5.000
3523,LAYS SPICY RANCH,6281036003256,6281036003256,UNAVAILABLE,UNAVAILABLE,-49 Nos,0.350,-17.150
3524,DREAM OIL 1.5LITR,9680011340015,9680011340015,UNAVAILABLE,UNAVAILABLE,-4 Nos,1.500,-6.000
3525,ESPRESSO DOUBLE SHOT,032715,032715,UNAVAILABLE,UNAVAILABLE,-11 Nos,0.400,-4.400
3526,SALMAN SANDWICH,400300954,400300954,UNAVAILABLE,UNAVAILABLE,-412 Nos,0.350,-144.200
3527,PRINGLES SIZZLN SPICY BBQ,5053990160075,5053990160075,UNAVAILABLE,UNAVAILABLE,-21 Nos,0.950,-19.950
3528,AROMA AIR FRESHNER SPREY,5907718920604,5907718920604,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.300,-3.900
3529,LAYS MANGO CHUTNEY,6281036003041,6281036003041,UNAVAILABLE,UNAVAILABLE,-72 Nos,0.075,-5.400
3530,KWALITY COLA FRUTTI,6291053010144,6291053010144,UNAVAILABLE,UNAVAILABLE,-45 Nos,0.150,-6.750
3531,KWALITY ORANGE FRUTTI,6291053010151,6291053010151,UNAVAILABLE,UNAVAILABLE,-65 Nos,0.150,-9.750
3532,KWALITY COTTON CANDY,6291053050454,6291053050454,UNAVAILABLE,UNAVAILABLE,-105 Nos,0.250,-26.250
3533,PRAN TISSUS,6702215525982,6702215525982,UNAVAILABLE,UNAVAILABLE,-824 Nos,0.300,-247.200
3534,PRAN TISSUE 5PACK,6702215526040,6702215526040,UNAVAILABLE,UNAVAILABLE,-47 Nos,1.500,-70.500
3535,NABIL FILS MILK CREAM,9501025210616,9501025210616,UNAVAILABLE,UNAVAILABLE,-68 Nos,0.150,-10.200
3536,LAYS MAX CHICAGO HOT WINGS 160G,6281036005427,6281036005427,UNAVAILABLE,UNAVAILABLE,-7 Nos,0.750,-5.250
3537,LAYS MAX MAXICAN CHILLY160G,6281036005458,6281036005458,UNAVAILABLE,UNAVAILABLE,-11 Nos,0.850,-9.350
3538,LAYS MAX TEXAS BBQ BRISKET 160G,6281036005397,6281036005397,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.750,-4.500
3539,LAYS SPICY RANCH 160G,6281036003249,6281036003249,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.750,-7.500
3540,DORITOS CHILLY CHEES NACHO 125G,6281036008633,6281036008633,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.750,-7.500
3541,KWALITY VANILLA CHOCOLATE CONE,6291053110257,6291053110257,UNAVAILABLE,UNAVAILABLE,-147 Nos,0.300,-44.100
3542,LUSINE CHOCLATE BROWNIE,6281007060196,6281007060196,UNAVAILABLE,UNAVAILABLE,-85 Nos,0.350,-29.750
3543,ORIX HANGOUT BISCUITS MIXEDNUT,9501025250315,9501025250315,UNAVAILABLE,UNAVAILABLE,-34 Nos,0.200,-6.800
3544,ORIX HANGOUT BISCUITS CHOCOCHIP,9501025253514,9501025253514,UNAVAILABLE,UNAVAILABLE,-34 Nos,0.200,-6.800
3545,ORYX HANGOUT MIXED NUT,9501025251213,9501025251213,UNAVAILABLE,UNAVAILABLE,-1 Nos,1.600,-1.600
3546,SANDISK 32GB,619659069193,619659069193,UNAVAILABLE,UNAVAILABLE,-4 Nos,4.200,-16.800
3547,SANDISK 8GB,619659129736,619659129736,UNAVAILABLE,UNAVAILABLE,-1 Nos,3.800,-3.800
3548,SANDISK 16GB,61965912974,61965912974,UNAVAILABLE,UNAVAILABLE,-7 Nos,3.800,-26.600
3549,AL MARAI MIXED FRUIT140ML,6281007057783,6281007057783,UNAVAILABLE,UNAVAILABLE,-184 Nos,0.150,-27.600
3550,EXTRA WATER MELON 60PILLES,4009900543019,4009900543019,UNAVAILABLE,UNAVAILABLE,-6 Nos,1.400,-8.400
3551,EXTREME Z,8850632608714,8850632608714,UNAVAILABLE,UNAVAILABLE,-287 Nos,0.100,-28.700
3552,DUREX EXTRA THIN 3PC,8901396704904,8901396704904,UNAVAILABLE,UNAVAILABLE,-62 Nos,2.200,-136.400
3553,PEPSODENT CHARCOAL,8999999565107,8999999565107,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.000,-3.000
3554,REFRESHING MAKEUP REMOVER,6933150431681,6939442610154,UNAVAILABLE,UNAVAILABLE,-12 Nos,0.700,-8.400
3555,LIGHTER,6971678361097,6971678361097,UNAVAILABLE,UNAVAILABLE,-4 Nos,0.100,-0.400
3556,AREON GEL APPLE BIG,3800034953573,3800034953573,UNAVAILABLE,UNAVAILABLE,-2 Nos,2.000,-4.000
3557,GETSUN SPREY PROTECTION,6944259800179,6944259800179,UNAVAILABLE,UNAVAILABLE,-21 Nos,1.500,-31.500
3558,A C CLEANER SPRAY,6291109040477,6291109040477,UNAVAILABLE,UNAVAILABLE,-20 Nos,2.200,-44.000
3559,SCOTCH MOUNT INDOOR EXTREME,051141919768,051141919768,UNAVAILABLE,UNAVAILABLE,-34 Nos,2.600,-88.400
3560,TIFFANY NUTTY BITES MIXED NUTS,6291003021206,6291003021206,UNAVAILABLE,UNAVAILABLE,-38 Nos,0.210,-7.980
3561,PRAN POTATA CREAM ONION BISCUIT,840205728152,840205728152,UNAVAILABLE,UNAVAILABLE,-134 Nos,0.150,-20.100
3562,PRAN POTATA BAR B QUE BISCUIT,840205728176,840205728176,UNAVAILABLE,UNAVAILABLE,-91 Nos,0.150,-13.650
3563,CONCORD NAIL CUTTER,663234014610,663234014610,UNAVAILABLE,UNAVAILABLE,-3 Nos,0.500,-1.500
3564,VIP WET WIPES ALOE VERA,8690879919118,8690879919118,UNAVAILABLE,UNAVAILABLE,-5 Nos,0.500,-2.500
3565,BABY WIPES NEW BEBIKO,8690879919125,8690879919125,UNAVAILABLE,UNAVAILABLE,-8 Nos,0.600,-4.800
3566,DEEP FRESH WIPES,8681554601527,8681554601527,UNAVAILABLE,UNAVAILABLE,-13 Nos,0.700,-9.100
3567,ATYAB BANANA CUP CAKE,6074000033393,6074000033393,UNAVAILABLE,UNAVAILABLE,-21 Nos,0.200,-4.200
3568,ATYAB STRAWBERRY CUP CAKE,6074000033522,6074000033522,UNAVAILABLE,UNAVAILABLE,-54 Nos,0.200,-10.800
3569,JELLY DAM,6214155500054,6214155500054,UNAVAILABLE,UNAVAILABLE,-16 Nos,0.600,-9.600
3570,JELLY,6214155500030,6214155500030,UNAVAILABLE,UNAVAILABLE,-5 Nos,0.600,-3.000
3571,AL KASFAH WATER 500ML CRTN,6283900013194,6283900013194,UNAVAILABLE,UNAVAILABLE,-50 Nos,1.000,-50.000
3572,NIVEA MEN ENERGY FRESH SHOWER GEL,4005808135059,4005808135059,UNAVAILABLE,UNAVAILABLE,-4 Nos,1.600,-6.400
3573,NIVEA MEN VITALITY SHOWER GEL,4005808501229,4005808501229,UNAVAILABLE,UNAVAILABLE,-7 Nos,1.650,-11.550
3574,NIVEA PURE IMPACT SHOWER GEL,4005808781812,4005808781812,UNAVAILABLE,UNAVAILABLE,-4 Nos,1.600,-6.400
3575,NIVEA BOOST SHOWER GEL,4005900827142,4005900827142,UNAVAILABLE,UNAVAILABLE,-7 Nos,1.600,-11.200
3576,NIVEA SENSITIVE SHOWER GEL,4005900614339,4005900614339,UNAVAILABLE,UNAVAILABLE,-4 Nos,1.600,-6.400
3577,NIVEA FRESH POWERFRUIT SHOWER GEL,4005808649891,4005808649891,UNAVAILABLE,UNAVAILABLE,-3 Nos,1.600,-4.800
3578,NIVEA FRANGIPANI OIL SHOWER GEL,4005900614308,4005900614308,UNAVAILABLE,UNAVAILABLE,-6 Nos,1.600,-9.600
3579,CREME 21 SOAP,6294007501323,032814,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.500,-3.000
3580,LIFE BOY SOAP125G,6281006483644,6281006483644,UNAVAILABLE,UNAVAILABLE,-54 Nos,0.400,-21.600
3581,PRAM POTATO SPICY,841165147502,841165147502,UNAVAILABLE,UNAVAILABLE,-361 Nos,0.150,-54.150
3582,PAX CLING FILM20.7M45CM,669568032061,669568032061,UNAVAILABLE,UNAVAILABLE,-4 Nos,0.900,-3.600
3583,PAX ALUMINIUM FOIL,6283700100018,6283700100018,UNAVAILABLE,UNAVAILABLE,-2 Nos,3.800,-7.600
3584,PAX CLING ALUMINIUM FOIL300MM,6283700100001,6283700100001,UNAVAILABLE,UNAVAILABLE,-5 Nos,1.800,-9.000
3585,SOFY MENGO,8683052175142,8683052175142,UNAVAILABLE,UNAVAILABLE,-29 Nos,0.600,-17.400
3586,KICHEN KNIFE,6970209292206,6970209292206,UNAVAILABLE,UNAVAILABLE,-1 Nos,3.500,-3.500
3587,KADRIS 3 PLUG,6912345694056,6912345694056,UNAVAILABLE,UNAVAILABLE,-2 Nos,1.200,-2.400
3588,FAIR LOVELY FACE CREAM,6281006566897,6281006566897,UNAVAILABLE,UNAVAILABLE,-5 Nos,1.400,-7.000
3589,LA FRESH GEL NORMAL HOLD 300ML,5060071220139,5060071220139,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.700,-4.200
3590,LA FRESH GEL NORMAL HOLD 300ML,5060071220405,5060071220405,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.700,-4.200
3591,LA FRESH GEL NORMAL HOLD 300ML,5060071220146,5060071220146,UNAVAILABLE,UNAVAILABLE,-5 Nos,0.700,-3.500
3592,CLASSIC MICROFIBER CLOTH,0000939823,0000939823,UNAVAILABLE,UNAVAILABLE,-2 Nos,1.300,-2.600
3593,FOGG ESSENCE WOMEN,8908001158343,8908001158343,UNAVAILABLE,UNAVAILABLE,-2 Nos,1.700,-3.400
3594,FOGG MAJESTIC BODY SPRAY,8908001158497,8908001158497,UNAVAILABLE,UNAVAILABLE,-5 Nos,1.700,-8.500
3595,AROMA AIRFRESHNER SPREY BLACK,5908241631869,5908241631869,UNAVAILABLE,UNAVAILABLE,-10 Nos,1.300,-13.000
3596,LD FRESH ROSE,660852891098,8410202841080,UNAVAILABLE,UNAVAILABLE,-11 Nos,1.000,-11.000
3597,LD FRESHER CHERRY,660852891128,8410202841110,UNAVAILABLE,UNAVAILABLE,-12 Nos,1.000,-12.000
3598,BARARI ALGERIAN DATES,6131220030004,6131220030004,UNAVAILABLE,UNAVAILABLE,-14 Nos,0.500,-7.000
3599,PRAN NOODLES CURRY,841165147199,841165147199,UNAVAILABLE,UNAVAILABLE,-18 Nos,0.150,-2.700
3600,PRAN NOODLES CHICKEN,841165138814,841165138814,UNAVAILABLE,UNAVAILABLE,-17 Nos,0.150,-2.550
3601,PRAN NOODLES CHICKEN 10PS,840205712861,840205712861,UNAVAILABLE,UNAVAILABLE,-1 Nos,1.300,-1.300
3602,PRAN KOREN NOODLES,840205716500,840205716500,UNAVAILABLE,UNAVAILABLE,-23 Nos,0.258,-5.934
3603,SUPER POMEGRANATE,6251897000404,6251897000404,UNAVAILABLE,UNAVAILABLE,-612 Nos,0.300,-183.600
3604,RED CODE COLA 250ML,6270290000002,6270290000002,UNAVAILABLE,UNAVAILABLE,-657 Nos,0.650,-427.050
3605,EXTREME Z,8850632608974,8850632608974,UNAVAILABLE,UNAVAILABLE,-178 Nos,0.105,-18.690
3606,KWALITY COOKIES CREAM CONE,6291053110721,6291053110721,UNAVAILABLE,UNAVAILABLE,-85 Nos,0.400,-34.000
3607,AREON SMILE VANILLA BLACK,3800034976602,3800034976602,UNAVAILABLE,UNAVAILABLE,-6 Nos,0.600,-3.600
3608,AREON SMILE TUTTI FRUITTI,3800034962612,3800034962612,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.600,-6.000
3609,LIGHTER JET,6990577325801,6990577325801,UNAVAILABLE,UNAVAILABLE,-15 Nos,0.300,-4.500
3610,FAIR LOVELY25G,6281006567108,6281006567108,UNAVAILABLE,UNAVAILABLE,-33 Nos,0.840,-27.720
3611,SHOCK WAVE CANDY,089894900108,089894900108,UNAVAILABLE,UNAVAILABLE,-11 Nos,1.000,-11.000
3612,DOCILE CANUDINHO,7896451912480,7896451912480,UNAVAILABLE,UNAVAILABLE,-2 Nos,0.400,-0.800
3613,DOCILE CANUDINHO,7896451912510,032840,UNAVAILABLE,UNAVAILABLE,-10 Nos,0.150,-1.500
3614,ROLLANA CHOCOLATE,6214581101016,6214581101016,UNAVAILABLE,UNAVAILABLE,-72 Nos,0.250,-18.000
3615,KAGI CHOCOLATE,6219990115012,6219990115012,UNAVAILABLE,UNAVAILABLE,-9 Nos,0.250,-2.250
3616,TOKAN WAFERS,6219990132521,6219990132385,UNAVAILABLE,UNAVAILABLE,-17 Nos,0.200,-3.400
3617,SIXR RCHANA DAL,004061987287,004061987287,UNAVAILABLE,UNAVAILABLE,-2 Nos,0.350,-0.700
3618,AXE MUSK 48HR FRESH,6001087364669,6001087364669,UNAVAILABLE,UNAVAILABLE,-15 Nos,1.600,-24.000
3619,CLOVE OIL,8908015949005,8908015949005,UNAVAILABLE,UNAVAILABLE,-8 Nos,0.300,-2.400
