Product name,Total stock value ,In Stock,Sold,Damaged,Return to supplier ,Warehouse returns ,Revoked ,Missing ,Expired 
umbrela,2.00,1.00,,,,,,,0.00
unbic cho,1.40,4.00,13.00,,,,,0.00,0.00
unbic chocl,0.35,1.00,14.00,,,,,0.00,0.00
underwear,7.20,4.00,3.00,,,,,0.00,0.00
unibic bis,0.00,0.00,2.00,,,,,0.00,0.00
unibic frut,2.80,8.00,3.00,,,,,0.00,0.00
Unikai milk full cream 1liter,4.00,10.00,,,,,,,0.00
unisia sponge scrubber,3.20,8.00,16.00,,,,,0.00,0.00
Universal Travel charger,4.50,1.00,,,,,,,0.00
USB 32GB,12.00,4.00,2.00,0.00,,,,0.00,0.00
USB CABLE,8.00,5.00,,,,,,,0.00
Ush-c to Lightining,9.00,3.00,1.00,,,,,0.00,0.00
V_096,9.60,2.00,1.00,,,,,0.00,0.00
v58,8.00,2.00,,,,,,,0.00
V960,11.40,3.00,,,,,,0.00,0.00
VANIA,0.70,1.00,,,,,,,0.00
vanilla cup cake,0.19,1.00,9.00,,,,,0.00,0.00
vanilla cust,0.00,0.00,30.00,,,,,0.00,0.00
vanilla powderفانيلا العلالى,2.00,5.00,,,,,,0.00,0.00
Vanish 500ml,3.20,4.00,1.00,,,,,0.00,0.00
vaseline,2.80,2.00,,,,,,0.00,0.00
Vaseline 100ml,0.85,1.00,11.00,,,,,0.00,0.00
Vaseline 200ml body lotion,4.20,3.00,3.00,,,,,0.00,0.00
Vaseline 50ml,0.00,0.00,55.00,,,,,0.00,0.00
Vaseline aloe Healing jelly 250ml,0.00,0.00,2.00,,,,,0.00,0.00
Vaseline cocoa butter 250ml,2.80,2.00,,,,,,,0.00
Vaseline Essential healing 200ml,4.20,3.00,2.00,,,,,0.00,0.00
Vaseline hairtonic 300ml,24.70,19.00,1.00,,,,,0.00,0.00
Vaseline400ml,7.20,6.00,,,,,,,0.00
Vatika,6.30,9.00,7.00,,,,,0.00,0.00
Vatika,2.80,4.00,4.00,,,,,0.00,0.00
Vatika,2.80,4.00,16.00,,,,,0.00,0.00
Vatika,0.70,1.00,,,,,,,0.00
Vatika,0.90,1.00,,,,,,,0.00
Vatika coconut&castor 400ml,5.00,5.00,,,,,,0.00,0.00
VATIKA HAIR IIL,6.60,11.00,,,,,,,0.00
Vatika henna,3.60,4.00,1.00,,,,,0.00,0.00
Vatika henna,1.50,3.00,,,,,,,0.00
Vatika olive&henna 200ml,0.00,0.00,,,,,,,0.00
vatika olive&henna 200mlشامو فاتيكا,0.00,0.00,,,,,,,0.00
vatika olive&henna 200mlشامو فاتيكا,0.00,0.00,2.00,,,,,,1.00
Vatika styling gel,0.90,1.00,,,,,,,0.00
Vatikashampoo Lemons&youghurt400ml,5.00,5.00,,,,,,0.00,0.00
Veet,1.00,1.00,3.00,,,,,0.00,0.00
Veet 100gm,2.00,2.00,3.00,,,,,0.00,0.00
Veet 100ml,12.00,8.00,3.00,,,,,7.00,0.00
veg cutter,6.00,3.00,,,,,,,0.00
vegtabel mix,1.20,3.00,2.00,,,,,0.00,0.00
Venice,0.00,0.00,6.00,,,,,0.00,0.00
venus,3.50,5.00,5.00,,,,,0.00,0.00
vermicelli,0.80,8.00,3.00,,,,,0.00,0.00
vest,3.00,2.00,6.00,,,,,0.00,0.00
VGR- Hair trimmer,13.50,3.00,,,,,,,0.00
VGR trimmer,37.20,4.00,1.00,,,,,0.00,0.00
Vicks Inhaler 0.5ml,1.60,4.00,,,,,,,0.00
Vicks nose,0.35,1.00,11.00,,,,,0.00,0.00
Vicks VapoRub 50g.,2.70,3.00,4.00,,,,,0.00,0.00
Video cabel,6.00,3.00,,,,,,,0.00
Viji agarbati,3.20,32.00,7.00,,,,,0.00,0.00
Viki Sponge,4.40,11.00,2.00,,,,,0.00,0.00
viks pcs,0.56,28.00,2.00,,,,,0.00,0.00
Vimto 710ml,0.00,0.00,4.00,,,,,1.00,0.00
Vinegar Appley,2.25,5.00,,,,,,,0.00
viniger,2.40,4.00,,,,,,0.00,0.00
vintage honey 30g,3.00,10.00,,,,,,,0.00
Vintage peanut Butter 340g,0.00,0.00,3.00,,,,,0.00,1.00
VINTAGE Rose water,3.60,12.00,,,,,,,0.00
vintage rose water450ml,0.00,0.00,,,,,,,0.00
Vintage soy sauce,1.00,2.00,,,,,,,0.00
Vintage sugar 1kg,2.20,11.00,,,,,,,0.00
Vintage Sugarسكر ندى السعادة,1.02,3.00,130.00,,,,,0.00,0.00
Vintage vermicelli 150g,0.20,2.00,,,,,,,0.00
vintage white vinegar,2.40,16.00,8.00,,,,,0.00,0.00
VIP baby wipes,0.40,1.00,,,,,,,0.00
VIP baby wipes,4.40,11.00,2.00,,,,,0.00,0.00
VIP Frenchie,4.90,7.00,5.00,,,,,0.00,0.00
vitamen,15.60,24.00,,,,,,,0.00
VITAMIN C DALLAS,4.40,8.00,63.00,,,,,0.00,0.00
Vitamin D,0.60,1.00,23.00,,,,,0.00,0.00
vitamin.c,0.00,0.00,,,,,,,0.00
Vivos chocolate,0.00,0.00,1.00,,,,,1.00,0.00
Vivos chocolate,4.80,2.00,5.00,,,,,0.00,0.00
w.taawt,0.00,0.00,7.00,,,,,5.00,0.00
waiting scale,96.00,24.00,,,,,,,0.00
walkero chappal,0.00,0.00,2.00,,,,,1.00,0.00
Wall Charger Usb w/ Iphone,6.80,2.00,,,,,,,0.00
wallet mens,23.10,7.00,9.00,,,,,0.00,0.00
Wastage Bin,19.20,4.00,,,,,,,0.00
wastage bin,2.10,3.00,1.00,,,,,0.00,0.00
wastage dispin,4.50,3.00,,,,,,,0.00
watch,0.00,0.00,2.00,,,,,0.00,0.00
water desbin,3.80,2.00,1.00,,,,,0.00,0.00
water duspin,14.00,7.00,,,,,,,0.00
Water jug,4.80,4.00,,,,,,,0.00
water jug,6.00,6.00,,,,,,,0.00
watermelon.facewash,0.70,1.00,1.00,,,,,0.00,0.00
Wax hair,4.20,6.00,,,,,,,0.00
we tell blade,3.80,4.00,1.00,,,,,0.00,0.00
wedges,1.00,1.00,1.00,,,,,0.00,0.00
Wells Olive oil 70ml,0.00,0.00,11.00,,,,,1.00,0.00
wet wipes,0.00,0.00,5.00,,,,,0.00,0.00
wetell,5.50,22.00,,,,,,,0.00
white bread,1.30,2.00,40.00,,1.00,,,0.00,2.00
White chocolate,14.40,12.00,1.00,,,,,0.00,0.00
White oats,1.50,3.00,,,,,,,0.00
white sugarcubes,3.60,4.00,2.00,,,,,0.00,0.00
White Vinegar,1.40,2.00,,,,,,,0.00
Whitening cream,0.00,0.00,4.00,,,,,0.00,0.00
whitening cream,0.00,0.00,2.00,,,,,0.00,0.00
whitening.soap,0.00,0.00,3.00,,,,,1.00,0.00
Whole Olive350g,0.90,3.00,,,,,,,0.00
wild,0.00,0.00,2.00,,,,,0.00,0.00
winner elite.1000ml,12.90,3.00,,,,,,1.00,0.00
winner Flask.3000ml,23.60,2.00,,,,,,1.00,0.00
Winner Hotpot.1000ml,4.00,2.00,,,,,,,0.00
Winner Hotpot.1000ml,4.00,2.00,,,,,,,0.00
winner hotpot.1500 ml,5.00,2.00,,,,,,,0.00
Winner hotpot.2000ml,8.80,2.00,,,,,,,0.00
Winner hotpot.2500ml,9.00,2.00,,,,,,,0.00
winner.flask 1.300ml,14.10,3.00,,,,,,1.00,0.00
winner.flask 1000ml,9.00,3.00,,,,,,1.00,0.00
winner.flask.1000ml,4.40,1.00,1.00,,,,,2.00,0.00
winter A4 sheets,19.50,13.00,4.00,,,,,,0.00
wiper,0.00,0.00,4.00,,,,,3.00,0.00
woman in red,4.00,4.00,1.00,,,,,0.00,0.00
wonder Kids,7.35,113.00,10.00,,,,,0.00,0.00
wre,0.10,1.00,,,,,,0.00,0.00
wrench adjst,6.00,6.00,,,,,,,0.00
WRENCH SET,3.20,2.00,1.00,,,,,0.00,0.00
wropp,4.00,8.00,4.00,,,,,0.00,0.00
wtaawt tooth bresh,2.40,6.00,4.00,,,,,0.00,0.00
wtaawt toothbrush,2.00,4.00,8.00,,,,,0.00,0.00
wtaawt. soft,4.20,6.00,,,,,,,0.00
X hanz data cable,6.00,3.00,,,,,,,0.00
xdtcg,0.80,2.00,,,,,,0.00,0.00
X-Hanz Adapter cabel,2.30,1.00,1.00,,,,,0.00,0.00
x-scot cable,0.00,0.00,8.00,,,,,3.00,0.00
Xtreme charcoal scrub with skin Tonic,0.00,0.00,,,,,,,0.00
Xtreme F/Body scrub (oud&Amber),1.00,1.00,,,,,,2.00,0.00
Xtreme F/Body scrub (sandal wood),2.00,2.00,,,,,,,0.00
Xtreme Face scrub (Apricot),0.00,0.00,,,,,,3.00,0.00
Y/C Face scrub Avocado,1.00,1.00,,,,,,,0.00
Y/C Face scrub cucumber,2.00,2.00,,,,,,,0.00
Y/C Face scrub Hony,0.00,0.00,2.00,,,,,,0.00
y9ear phnoe,5.00,20.00,0.00,,,,,,0.00
Yardley,1.00,1.00,,,,,,,0.00
Yardley,2.00,2.00,2.00,,,,,0.00,0.00
yardley,0.00,0.00,4.00,,,,,3.00,0.00
Yardley Body sprey,2.00,2.00,,,,,,,0.00
Yardley london,0.48,4.00,12.00,,,,,0.00,0.00
Yardley london100g,0.10,1.00,,,,,,,0.00
Yardley Navy,3.15,3.00,,,,,,,0.00
yardley soap,0.80,2.00,4.00,,,,,0.00,0.00
Yardley soap sandalwood,2.10,6.00,2.00,,,,,0.00,0.00
Yardley sport,1.05,1.00,,,,,,,0.00
yB-707,3.00,3.00,,,,,,0.00,0.00
Yeast,0.60,2.00,2.00,,,,,3.00,0.00
YK-6222,11.40,3.00,,,,,,0.00,0.00
Yoghurt Creamy strawberry,0.53,3.00,11.00,,,,,0.00,0.00
Yoghurt mazoon400g,0.00,0.00,11.00,,,,,5.00,0.00
yoghurt170g mazoon,0.56,4.00,8.00,,,,,0.00,0.00
yoka3mm,5.50,11.00,1.00,,,,,0.00,0.00
Yoko,0.00,0.00,2.00,,,,,2.00,0.00
Yoko,17.20,4.00,,,,,,,0.00
yoko power bank,12.60,3.00,,,,,,,0.00
yoko Trimmer,9.90,3.00,1.00,,,,,0.00,0.00
yoko trimmer,3.50,1.00,,,,,,,0.00
Yoko. rechargeable shaver,30.00,6.00,,,,,,,0.00
yonkers 20g,0.00,0.00,,,,,,,0.00
You & me green,1.26,14.00,26.00,,,,,0.00,0.00
you.&,1.08,12.00,28.00,,,,,0.00,0.00
Yrdley,1.00,1.00,4.00,,,,,0.00,0.00
yummy,0.25,2.00,28.00,,,,,0.00,0.00
Zaater leaves 30gm,0.40,1.00,,,,,,,0.00
Zadar laban drink 200ml,0.00,0.00,138.00,,,,,0.00,0.00
Zain pack cup,0.00,0.00,4.00,,,,,0.00,0.00
ZAIN PALM OIL 1.5,33.60,24.00,,,,,,,0.00
zanjel knife,0.00,0.00,9.00,,,,,7.00,0.00
zinger,0.70,2.00,4.00,,,,,0.00,0.00
zoom30cm scale,2.20,11.00,1.00,,,,,0.00,0.00
zulma rice,0.00,0.00,7.00,,,,,2.00,0.00
zwan,4.80,6.00,,,,,,,0.00
ألويز cool and dry,1.40,1.00,11.00,,,,,0.00,0.00
ألويز الليلي 24فوطة,7.50,5.00,2.00,,,,,0.00,0.00
ألويز الليلي×8,8.36,14.00,3.00,,,,,0.00,0.00
ارز وجبة خفيفة Puffed Rice,23.50,64.00,62.00,,,,,0.00,0.00
اريال نص اوتو ماتي ٢٦٠غAriel 260GM,1.05,3.00,24.00,,,,,0.00,0.00
اسباجيتى الخريف all khareef pasta,0.15,1.00,2.00,,,,,0.00,0.00
ال dettol fresh165g,5.20,13.00,,,,,,,0.00
الدوري فول سوداني مملح,0.00,0.00,,,,,,,0.00
اناناس الخليج,3.25,20.00,170.00,,,,,0.00,0.00
انجيل عربية Angel Playing Cards,2.40,6.00,1.00,,,,,0.00,0.00
اندومي بنكهة دجاج بلدي (70gx5pcs),6.00,10.00,5.00,,,,,0.00,0.00
اندومى مستر نود لز r noodles spicy tomato,1.30,2.00,7.00,,,,,0.00,0.00
اوركس بسكويت كريمة نكهة الشوكلاتة,0.16,2.00,35.00,,,,,0.00,0.00
اوركس بسكويت كريمة نكهة الكاسترد,0.00,0.00,,,,,,,0.00
بامبرز Pampers Carry Pack No. 3 (6*17),7.80,6.00,3.00,,,,,0.00,0.00
ببسي Pepsi can 330ml,8.78,39.00,1843.00,,,,,0.00,0.00
بتركوكيز صندوق ازرق,3.00,2.00,2.00,,,,,0.00,0.00
بسكوت دايجستف أصلي 400g,3.50,5.00,5.00,,,,,0.00,0.00
بسكوت دايجستفةخالي من السكر 350g,4.55,7.00,11.00,,,,,0.00,0.00
بسكوت سبادا,12.00,12.00,6.00,,,,,0.00,0.00
بطاطس صحار,0.00,0.00,,,,,,,0.00
بوبنز شوكو بوبس 500 غ,0.00,0.00,2.00,,,,,0.00,0.00
بوكاري غرشه كبير 500 ML,10.35,23.00,,,,,,,0.00
بيرت كلاس,2.50,5.00,1.00,,,,,0.00,0.00
بيرت كلاس,0.00,0.00,,,,,,,0.00
ة Al Marai Strawberry Milk 225 ml,0.00,0.00,130.00,,,,,0.00,0.00
تايجر,4.00,10.00,1.00,,,,,5.00,0.00
تايجر,0.00,0.00,11.00,,,,,1.00,0.00
توابل pran fish masala 200g,0.00,0.00,4.00,,,,,,0.00
توت مشكل All Khaleej Mix  Berry,2.76,17.00,211.00,,,,,0.00,0.00
تيفاني نتي بايتس بندق بسكوت,0.00,0.00,,,,,,,0.00
جبنة بوك Puck cream Cheese 240 grm,2.70,3.00,48.00,,,,,0.00,0.00
جبنه الاطفال ٨ قطع,0.00,0.00,,,,,,1.00,0.00
جل مقشر الكركم,3.00,3.00,,,,,,3.00,0.00
جمبو كراسون فراولة,1.00,10.00,37.00,,,,,6.00,0.00
حليب المدهش. ٤حبات,0.00,0.00,5.00,,,,,2.00,0.00
حليب بالتمر Al Maria date milk,3.00,15.00,56.00,,,,,0.00,0.00
خبز الفوارس صغير,0.00,0.00,,,,,,161.00,0.00
خلاص الخرج فاخر نصف كيلو,8.00,10.00,,,,,,,0.00
خلطة القصيم كبير,2.00,2.00,1.00,,,,,0.00,0.00
دانيش فواكة,0.00,0.00,82.00,,,,,39.00,0.00
دبابيس no 10,1.70,17.00,2.00,,,,,0.00,0.00
دجاج الصفا ١٠٠٠غ,0.00,0.00,9.00,,,,,3.00,0.00
دهان بو فاس,3.75,15.00,6.00,,,,,1.00,0.00
ديتول اصلي 500ml,15.00,10.00,2.00,,,,,0.00,0.00
ديتول كول Dettol cool 165g,0.00,0.00,9.00,,,,,7.00,0.00
ديتول مطهر ومعقمى750 مل,12.10,11.00,1.00,,,,,0.00,0.00
ديلي فرش سميد,0.45,1.00,2.00,,,,,0.00,0.00
ديو Mountain Dew(can) 330ml,8.42,39.00,1808.00,,,,,0.00,0.00
رأس شاحن 25 سامسونج,0.00,0.00,3.00,,,,,0.00,0.00
زبادي طازج فراوله,0.15,1.00,,0.00,,,,,0.00
زجاجة تغذيه االاطفال كميرا _150مل,0.00,0.00,,,,,,,0.00
زجاجة تغذيه للاطفال كميرا 250مل,2.10,3.00,1.00,,,,,0.00,0.00
زيت جوز الهند CBC oil,7.20,8.00,,,,,,0.00,0.00
زيت لاطفال Johnson's Baby Oil 200ml,1.30,1.00,3.00,,,,,0.00,0.00
سبرايت Sprite 330 ml,5.41,23.00,775.00,1.00,,,,0.00,0.00
سفن  دايز seven days,3.48,24.00,190.00,,,,,0.00,0.00
"سفن اب 7UP (can) 330,ml",2.59,11.00,769.00,,,,,0.00,0.00
سماعة ايفون,6.80,1.00,2.00,,,,,0.00,0.00
سمن اركى rkg ghee 200ml,3.00,3.00,9.00,,,,,0.00,0.00
سنفره الفحم سكن دكتور,0.00,0.00,2.00,,,,,0.00,0.00
سنفره الفراوله سكن دكتور,0.00,0.00,,,,,,,0.00
سنفره القهوه سكن دكتور,0.00,0.00,,,,,0.00,,0.00
سنفره المشمش سكن دكتور,1.00,1.00,2.00,,,,,0.00,0.00
سنفره المكاديميا,2.00,2.00,1.00,,,,,3.00,0.00
سوبر جلو,0.40,4.00,7.00,,,,,0.00,0.00
سوبر دول قصاصة اظافر,1.80,12.00,,,,,,0.00,0.00
سودو كريم صغير,14.30,13.00,,,,,,0.00,0.00
شاى اخضر Lipton green tea classic,15.60,26.00,10.00,,,,,0.00,0.00
شاي ممتاز900grm,16.00,8.00,1.00,,,,,0.00,0.00
شاى ممتازmumtaz tea 50g,0.00,0.00,12.00,,,,,11.00,0.00
شرائح كيك ماربل بنكهة الشوكولا والفانيلا,0.98,10.00,136.00,,,,,0.00,0.00
شطه حاره جمبو88ml,0.00,0.00,33.00,,,,,18.00,0.00
شعرية مقليه pran semai 180 g,1.70,17.00,,,,,,,0.00
شوربة دجاج Maggi chicken soup,2.40,8.00,,,,,,0.00,0.00
شوكولاته,0.00,0.00,,,,,,,0.00
صابون بابايا,0.00,0.00,,,,,,,0.00
صابون بونكس110gm,2.25,25.00,24.00,,,,,0.00,0.00
صابون خيار بياري,10.80,36.00,21.00,,,,,0.00,0.00
صابون سينثول صندل.125g,4.60,23.00,25.00,,,,,0.00,0.00
صابون سينثول نعناع 125g,1.00,5.00,43.00,,,,,0.00,0.00
طحين الخريف Al Khareef Atta,1.50,3.00,7.00,,,,,0.00,0.00
عافية زيت دوار الشمس نص٠،٥ لتر,2.40,3.00,,,,,,,0.00
عسل الشفاء ١٢٥ غرام,2.85,3.00,5.00,,,,,0.00,0.00
علكه,8.40,28.00,,,,,,,0.00
عمار,0.98,13.00,35.00,,,,,0.00,0.00
غاز كبير473ml,1.00,1.00,,,,,,,0.00
غسول  الوجه بالفحم 100مل,0.80,1.00,5.00,,,,,0.00,0.00
غسول الوجه المبيض خلاصة الحليب,2.40,3.00,2.00,,,,,0.00,0.00
غسول الوجه بالشاي الاخضر 100مل,2.40,3.00,3.00,,,,,0.00,0.00
غسول الوجه بالليمون100ml,0.00,0.00,6.00,,,,,0.00,0.00
غسول وجه باباي 100مل,0.00,0.00,,,,,,,0.00
فازلين هيربولين 50 ml,0.00,0.00,6.00,,,,,0.00,0.00
فازلين هيربولين115g,0.35,1.00,3.00,,,,,0.00,0.00
فرشه اسنان,4.80,12.00,,,,,,,0.00
فروتي,0.80,2.00,7.00,,,,,0.00,0.00
فلاش ١٦,0.00,0.00,,,,,,,0.00
فلفل سوداني الحلو,0.00,0.00,2.00,,,,,,0.00
قشطة المراعى Almarai Cream,0.00,0.00,9.00,,,,,1.00,0.00
قشطة المراعى almarai fresh cream 100g full fat,0.96,2.00,,,,,,,0.00
قيمتو Vimto,0.00,0.00,,,,,,10.00,0.00
كابل سياره,0.00,0.00,2.00,,,,,0.00,0.00
كتر 9mm,1.80,6.00,5.00,,,,,0.00,0.00
كرات ملونه منةالقطن,2.80,4.00,4.00,,,,,0.00,0.00
كرافت Kraft Cheddar 100g,0.00,0.00,11.00,,,,,10.00,0.00
كلينكس mjissue,0.42,3.00,33.00,,,,,,0.00
كندر ٤اربعةةالواح 50غرامKinder T4,0.00,0.00,51.00,,,,,1.00,0.00
كندرجوي بيض شكولاتة صبياني,5.60,16.00,8.00,,,,,,0.00
كوب شاى,0.00,0.00,,,,,,,0.00
كوب عصير  عد د٥٠,3.60,4.00,8.00,,,,,0.00,0.00
كولجيت معجون اسنان ثلاثي المفعول,0.70,1.00,,,,,,,0.00
كيت كات kat kat tat 20 g,3.49,41.00,138.00,1.00,,,,0.00,0.00
كيس كبير بطاطس عمان,0.00,0.00,16.00,,,,,6.00,0.00
لاصق ماهو,2.00,10.00,,,,,,,0.00
لبن المراعى ٢ك   almarai laban 2ltr,0.00,0.00,1.00,,1.00,,,0.00,0.00
لبن المراعى fresh laban 1 litere,0.58,1.00,5.00,,,,,0.00,0.00
لحم مفروم بقر ممتاز ٤٠٠غ,15.75,45.00,,,,,,,0.00
لصق طبى band Ade satavic,0.90,6.00,16.00,,,,,0.00,0.00
لصقه كانسن,0.35,1.00,,,,,,,0.00
للزكام والصداع zandu balm,2.40,8.00,6.00,,,,,0.00,0.00
لوشن 21صغبر للبشره العادبه,6.00,6.00,1.00,,,,,0.00,0.00
لوشن جسم  صغير بالصبار٢١,5.00,5.00,3.00,,,,,0.00,0.00
ليز حار نار الاسود,3.23,129.00,60.00,,,,,0.00,0.00
ماكينه حلاقه استخدام مره واحدة,0.60,4.00,11.00,,,,,0.00,0.00
ماون طعام,1.32,6.00,,,,,,0.00,0.00
مايك,0.00,0.00,2.00,,,,,2.00,0.00
مايونيز حياة946ml,0.00,0.00,11.00,,,,,11.00,0.00
مرطب الجوجو,0.00,0.00,1.00,,,,,0.00,0.00
مزون اب 330 مل,0.62,4.00,123.00,,,,,0.00,0.00
مزون روب طازج 170 غرام×6,0.00,0.00,3.00,,,,,3.00,0.00
مزون زبادي بالمانجو,0.18,1.00,40.00,,,,,0.00,0.00
مزيل عرق,1.00,1.00,,,,,,,0.00
مزيل مناكير miss sweet,3.60,24.00,1.00,,,,,0.00,0.00
مشروب سوبر بطيخ٢٥٠ مل,5.10,17.00,169.00,,,,,0.00,0.00
مشروب سوبر عنب٢٥٠مل,1.20,6.00,109.00,,,,,0.00,0.00
مصاصة بران,0.00,0.00,,,,,,,0.00
معجون الفحم,0.00,0.00,2.00,,,,,0.00,0.00
معمول تمر حلوالشهد,3.60,4.00,1.00,,,,,0.00,0.00
مقشر الأرز,3.00,3.00,,,,,,3.00,0.00
ملطف جو وردية مسك,0.00,0.00,1.00,,,,,0.00,0.00
موس حلاقه رجالي,0.00,0.00,7.00,,,,,1.00,0.00
مومريSANDISK ULTRA,0.00,0.00,,,,,,,0.00
مينو عمان,1.50,3.00,9.00,,,,,7.00,0.00
نسكافيه  ٣في ١,0.00,0.00,,,,,,,0.00
نيزو ملح المائدة باليود,1.75,5.00,14.00,,,,,7.00,0.00
نيفيا مزيل تعرق انتعاش يدوم طويلا,3.00,3.00,,,,,,,0.00
هوت تشا نا PRAN Hot Chanachur 150g,2.49,15.00,,,,,,,0.00
واقي,2.40,3.00,2.00,,,,,0.00,0.00
,,,,,,,,,
,,,,,,,,,
,17033.09,49030.00,91754.00,3.00,67.00,0.00,1.00,11420.00,168.00
